trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,num_distr,Fixation.started,target.started,mouse.started,trial.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,expStart,
157,0,157,0,368.5977431999636,,368.57490599999437,5,368.5977431999636,368.5977431999636,0.01624900003662333,371.50520849996246,[-0.40625],[0.4830729166666667],[1],[0],[0],[2.914311100030318],['target'],Participant4,001,2024-10-10_18h45.12.578,D3_exp5_VisualSearchExperiment,2024.1.5,None,2024-10-10 18h45.31.200637 +0530,
158,0,158,0,371.56011439999565,,371.51071609999053,5,371.56011439999565,371.56011439999565,0.031492200039792806,378.7057978999801,[-0.026041666666666668],[-0.022135416666666668],[1],[0],[0],[7.164107899996452],['target'],Participant4,001,2024-10-10_18h45.12.578,D3_exp5_VisualSearchExperiment,2024.1.5,None,2024-10-10 18h45.31.200637 +0530,
159,0,159,0,378.7609124999726,,378.7130999999936,5,378.7609124999726,378.7609124999726,0.03267339995363727,381.27293440001085,[-0.3333333333333333],[-0.4375],[1],[0],[0],[2.5277449000277556],['target'],Participant4,001,2024-10-10_18h45.12.578,D3_exp5_VisualSearchExperiment,2024.1.5,None,2024-10-10 18h45.31.200637 +0530,
160,0,160,0,381.32738959998824,,381.280264800007,5,381.32738959998824,381.32738959998824,0.03364460001466796,382.9067151999916,[0.05859375],[0.2669270833333333],[1],[0],[0],[1.5940643000067212],['target'],Participant4,001,2024-10-10_18h45.12.578,D3_exp5_VisualSearchExperiment,2024.1.5,None,2024-10-10 18h45.31.200637 +0530,
161,0,161,0,382.93416850001086,,382.9109826000058,5,382.93416850001086,382.93416850001086,0.017080399964470416,384.85645490000024,[-0.11328125],[-0.02734375],[1],[0],[0],[1.928717400005553],['target'],Participant4,001,2024-10-10_18h45.12.578,D3_exp5_VisualSearchExperiment,2024.1.5,None,2024-10-10 18h45.31.200637 +0530,
162,0,162,0,384.9028168999939,,384.8629160000128,5,384.9028168999939,384.9028168999939,0.025148099986836314,386.5239888000069,[0.2421875],[0.22916666666666666],[1],[0],[0],[1.6364695000229403],['target'],Participant4,001,2024-10-10_18h45.12.578,D3_exp5_VisualSearchExperiment,2024.1.5,None,2024-10-10 18h45.31.200637 +0530,
163,0,163,0,386.6032078000135,,386.531618900015,10,386.6032078000135,386.6032078000135,0.056734300043899566,388.3742271999945,[0.1484375],[-0.024739583333333332],[1],[0],[0],[1.7869892999879085],['target'],Participant4,001,2024-10-10_18h45.12.578,D3_exp5_VisualSearchExperiment,2024.1.5,None,2024-10-10 18h45.31.200637 +0530,
164,0,164,0,388.45356549997814,,388.37980779999634,10,388.45356549997814,388.45356549997814,0.053437899972777814,390.8738632000168,[-0.17578125],[-0.3893229166666667],[1],[0],[0],[2.4411119000287727],['target'],Participant4,001,2024-10-10_18h45.12.578,D3_exp5_VisualSearchExperiment,2024.1.5,None,2024-10-10 18h45.31.200637 +0530,
165,0,165,0,390.95213449996663,,390.8809240999981,10,390.95213449996663,390.95213449996663,0.05447400000412017,392.97904299997026,[0.3815104166666667],[0.00390625],[1],[0],[0],[2.0444108999799937],['target'],Participant4,001,2024-10-10_18h45.12.578,D3_exp5_VisualSearchExperiment,2024.1.5,None,2024-10-10 18h45.31.200637 +0530,
166,0,166,0,393.02816089999396,,392.9859409999917,5,393.02816089999396,393.02816089999396,0.030082899960689247,395.5742461999762,[-0.033854166666666664],[0.4114583333333333],[1],[0],[0],[2.559252400009427],['target'],Participant4,001,2024-10-10_18h45.12.578,D3_exp5_VisualSearchExperiment,2024.1.5,None,2024-10-10 18h45.31.200637 +0530,
167,0,167,0,395.68544969998766,,395.5798881999799,10,395.68544969998766,395.68544969998766,0.056472300027962774,398.5775412999792,[-0.046875],[0.2421875],[1],[0],[0],[2.941617899981793],['target'],Participant4,001,2024-10-10_18h45.12.578,D3_exp5_VisualSearchExperiment,2024.1.5,None,2024-10-10 18h45.31.200637 +0530,
168,0,168,0,398.65239349997137,,398.5842130999663,10,398.65239349997137,398.65239349997137,0.05146250000689179,400.6695415999857,[-0.03515625],[-0.055989583333333336],[1],[0],[0],[2.0347967999987304],['target'],Participant4,001,2024-10-10_18h45.12.578,D3_exp5_VisualSearchExperiment,2024.1.5,None,2024-10-10 18h45.31.200637 +0530,
169,0,169,0,400.70537420001347,,400.67524219996994,5,400.70537420001347,400.70537420001347,0.020962300011888146,474.33288979995996,[0.4986979166666667],[0.359375],[1],[0],[0],[73.6371599000413],['target'],Participant4,001,2024-10-10_18h45.12.578,D3_exp5_VisualSearchExperiment,2024.1.5,None,2024-10-10 18h45.31.200637 +0530,
170,0,170,0,474.4222219999647,,474.3390618999838,10,474.4222219999647,474.4222219999647,0.05721080000512302,477.01328750001267,[0.11848958333333333],[-0.11588541666666667],[1],[0],[0],[2.6175971000338905],['target'],Participant4,001,2024-10-10_18h45.12.578,D3_exp5_VisualSearchExperiment,2024.1.5,None,2024-10-10 18h45.31.200637 +0530,
171,0,171,0,477.097346799972,,477.0190181999933,10,477.097346799972,477.097346799972,0.05741710000438616,478.64440459996695,[0.18229166666666666],[-0.19661458333333334],[1],[0],[0],[1.5684963000239804],['target'],Participant4,001,2024-10-10_18h45.12.578,D3_exp5_VisualSearchExperiment,2024.1.5,None,2024-10-10 18h45.31.200637 +0530,
172,0,172,0,478.69991049997043,,478.6518027000129,5,478.69991049997043,478.69991049997043,0.03395339997950941,481.00263659999473,[-0.16796875],[0.3580729166666667],[1],[0],[0],[2.3175796000286937],['target'],Participant4,001,2024-10-10_18h45.12.578,D3_exp5_VisualSearchExperiment,2024.1.5,None,2024-10-10 18h45.31.200637 +0530,
173,0,173,0,481.0534779999871,,481.0083855999983,5,481.0534779999871,481.0534779999871,0.031508299987763166,484.36735499999486,[-0.2565104166666667],[0.3333333333333333],[1],[0],[0],[3.327483300003223],['target'],Participant4,001,2024-10-10_18h45.12.578,D3_exp5_VisualSearchExperiment,2024.1.5,None,2024-10-10 18h45.31.200637 +0530,
174,0,174,0,484.4221530999639,,484.3746406999999,5,484.4221530999639,484.4221530999639,0.03468310000607744,486.2182235000073,[-0.35546875],[0.46484375],[1],[0],[0],[1.8097350999596529],['target'],Participant4,001,2024-10-10_18h45.12.578,D3_exp5_VisualSearchExperiment,2024.1.5,None,2024-10-10 18h45.31.200637 +0530,
175,0,175,0,486.3082214000169,,486.2258799999836,10,486.3082214000169,486.3082214000169,0.06190740002784878,488.1693290999974,[-0.15755208333333334],[-0.16015625],[1],[0],[0],[1.8823485000175424],['target'],Participant4,001,2024-10-10_18h45.12.578,D3_exp5_VisualSearchExperiment,2024.1.5,None,2024-10-10 18h45.31.200637 +0530,
176,0,176,0,488.2431574999937,,488.174626299995,10,488.2431574999937,488.2431574999937,0.05131549999350682,490.084389799973,[0.3333333333333333],[-0.2747395833333333],[1],[0],[0],[1.858973199967295],['target'],Participant4,001,2024-10-10_18h45.12.578,D3_exp5_VisualSearchExperiment,2024.1.5,None,2024-10-10 18h45.31.200637 +0530,
177,0,177,0,490.16464550001547,,490.08965239999816,10,490.16464550001547,490.16464550001547,0.05397619999712333,492.5509630999877,[-0.020833333333333332],[0.15755208333333334],[1],[0],[0],[2.4078880999586545],['target'],Participant4,001,2024-10-10_18h45.12.578,D3_exp5_VisualSearchExperiment,2024.1.5,None,2024-10-10 18h45.31.200637 +0530,
178,0,178,0,492.6083811999997,,492.5539803999709,10,492.6083811999997,492.6083811999997,0.03928430000087246,495.0300530999666,[-0.049479166666666664],[-0.4674479166666667],[1],[0],[0],[2.4366634000325575],['target'],Participant4,001,2024-10-10_18h45.12.578,D3_exp5_VisualSearchExperiment,2024.1.5,None,2024-10-10 18h45.31.200637 +0530,
179,0,179,0,495.0990750999772,,495.03752369998256,10,495.0990750999772,495.0990750999772,0.04437849996611476,497.1736166999908,[-0.3528645833333333],[0.16276041666666666],[1],[0],[0],[2.0926428000093438],['target'],Participant4,001,2024-10-10_18h45.12.578,D3_exp5_VisualSearchExperiment,2024.1.5,None,2024-10-10 18h45.31.200637 +0530,
180,0,180,0,497.2679871,,497.1795919999713,10,497.2679871,497.2679871,0.06047510000644252,499.43473949999316,[0.484375],[-0.2877604166666667],[1],[0],[0],[2.1954978000139818],['target'],Participant4,001,2024-10-10_18h45.12.578,D3_exp5_VisualSearchExperiment,2024.1.5,None,2024-10-10 18h45.31.200637 +0530,
181,0,181,0,499.463971899997,,499.43763860000763,5,499.463971899997,499.463971899997,0.017843300011008978,500.88444619998336,[0.020833333333333332],[-0.13020833333333334],[1],[0],[0],[1.4290840000030585],['target'],Participant4,001,2024-10-10_18h45.12.578,D3_exp5_VisualSearchExperiment,2024.1.5,None,2024-10-10 18h45.31.200637 +0530,
182,0,182,0,500.9585721999756,,500.88727949996246,10,500.9585721999756,500.9585721999756,0.04650709999259561,502.26686669996707,[-0.005208333333333333],[-0.15494791666666666],[1],[0],[0],[1.3333235000027344],['target'],Participant4,001,2024-10-10_18h45.12.578,D3_exp5_VisualSearchExperiment,2024.1.5,None,2024-10-10 18h45.31.200637 +0530,
183,0,183,0,502.2925679999753,,502.26950890000444,5,502.2925679999753,502.2925679999753,0.016332699975464493,503.65099880000344,[0.06901041666666667],[-0.20963541666666666],[1],[0],[0],[1.3652674999902956],['target'],Participant4,001,2024-10-10_18h45.12.578,D3_exp5_VisualSearchExperiment,2024.1.5,None,2024-10-10 18h45.31.200637 +0530,
184,0,184,0,503.70344209996983,,503.6536608999595,10,503.70344209996983,503.70344209996983,0.03612399997655302,505.0182875999599,[0.2578125],[-0.06901041666666667],[1],[0],[0],[1.3284725000266917],['target'],Participant4,001,2024-10-10_18h45.12.578,D3_exp5_VisualSearchExperiment,2024.1.5,None,2024-10-10 18h45.31.200637 +0530,
185,0,185,0,505.0601193999755,,505.0209495999734,10,505.0601193999755,505.0601193999755,0.02904420002596453,506.9341851999634,[-0.15104166666666666],[-0.3424479166666667],[1],[0],[0],[1.8843470999854617],['target'],Participant4,001,2024-10-10_18h45.12.578,D3_exp5_VisualSearchExperiment,2024.1.5,None,2024-10-10 18h45.31.200637 +0530,
186,0,186,0,506.96020619996125,,506.93725560000166,5,506.96020619996125,506.96020619996125,0.015754599997308105,509.03453000000445,[0.3932291666666667],[0.4205729166666667],[1],[0],[0],[2.0817358000203967],['target'],Participant4,001,2024-10-10_18h45.12.578,D3_exp5_VisualSearchExperiment,2024.1.5,None,2024-10-10 18h45.31.200637 +0530,
187,0,187,0,509.05970360001083,,509.03719699999783,5,509.05970360001083,509.05970360001083,0.015774000028613955,511.37436570000136,[-0.421875],[0.3802083333333333],[1],[0],[0],[2.3214149000123143],['target'],Participant4,001,2024-10-10_18h45.12.578,D3_exp5_VisualSearchExperiment,2024.1.5,None,2024-10-10 18h45.31.200637 +0530,
188,0,188,0,511.43587899999693,,511.3786824999843,10,511.43587899999693,511.43587899999693,0.04723460000241175,514.136193000013,[-0.4010416666666667],[-0.3763020833333333],[1],[0],[0],[2.710240399988834],['target'],Participant4,001,2024-10-10_18h45.12.578,D3_exp5_VisualSearchExperiment,2024.1.5,None,2024-10-10 18h45.31.200637 +0530,
189,0,189,0,514.1794671000098,,514.1412309000152,5,514.1794671000098,514.1794671000098,0.02680940000573173,516.0353581999661,[0.22786458333333334],[-0.3046875],[1],[0],[0],[1.8680587999988347],['target'],Participant4,001,2024-10-10_18h45.12.578,D3_exp5_VisualSearchExperiment,2024.1.5,None,2024-10-10 18h45.31.200637 +0530,
190,0,190,0,516.0769240999944,,516.0395423999871,10,516.0769240999944,516.0769240999944,0.027804900018963963,518.0017787999823,[0.20963541666666666],[-0.4114583333333333],[1],[0],[0],[1.9346913999761455],['target'],Participant4,001,2024-10-10_18h45.12.578,D3_exp5_VisualSearchExperiment,2024.1.5,None,2024-10-10 18h45.31.200637 +0530,
191,0,191,0,518.0303328000009,,518.0043886000058,5,518.0303328000009,518.0303328000009,0.01905030000489205,520.2188795999973,[-0.078125],[0.33984375],[1],[0],[0],[2.1956064000260085],['target'],Participant4,001,2024-10-10_18h45.12.578,D3_exp5_VisualSearchExperiment,2024.1.5,None,2024-10-10 18h45.31.200637 +0530,
192,0,192,0,520.25974889996,,520.2214505000156,10,520.25974889996,520.25974889996,0.027602799993474036,522.1694591999985,[0.1953125],[0.0546875],[1],[0],[0],[1.9205333000281826],['target'],Participant4,001,2024-10-10_18h45.12.578,D3_exp5_VisualSearchExperiment,2024.1.5,None,2024-10-10 18h45.31.200637 +0530,
193,0,193,0,522.1969760999782,,522.1720883999951,5,522.1969760999782,522.1969760999782,0.017880799947306514,523.8695505000069,[0.39453125],[0.4270833333333333],[1],[0],[0],[1.6797057999647222],['target'],Participant4,001,2024-10-10_18h45.12.578,D3_exp5_VisualSearchExperiment,2024.1.5,None,2024-10-10 18h45.31.200637 +0530,
194,0,194,0,523.9018314999994,,523.87220719998,5,523.9018314999994,523.9018314999994,0.02036750002298504,525.5861552999704,[-0.44140625],[0.4205729166666667],[1],[0],[0],[1.6937474999576807],['target'],Participant4,001,2024-10-10_18h45.12.578,D3_exp5_VisualSearchExperiment,2024.1.5,None,2024-10-10 18h45.31.200637 +0530,
195,0,195,0,525.629790499981,,525.5887967000017,10,525.629790499981,525.629790499981,0.028075999987777323,527.5705316999811,[-0.2786458333333333],[-0.1875],[1],[0],[0],[1.9534437999827787],['target'],Participant4,001,2024-10-10_18h45.12.578,D3_exp5_VisualSearchExperiment,2024.1.5,None,2024-10-10 18h45.31.200637 +0530,
196,0,196,0,527.6282543999841,,527.5734298999887,10,527.6282543999841,527.6282543999841,0.03932869998971,529.3373892999953,[0.14322916666666666],[0.08072916666666667],[1],[0],[0],[1.724590600002557],['target'],Participant4,001,2024-10-10_18h45.12.578,D3_exp5_VisualSearchExperiment,2024.1.5,None,2024-10-10 18h45.31.200637 +0530,
197,0,197,0,529.3654931999627,,529.3422733999905,5,529.3654931999627,529.3654931999627,0.0169778999988921,531.3208146999823,[0.4348958333333333],[-0.1953125],[1],[0],[0],[1.9622418000362813],['target'],Participant4,001,2024-10-10_18h45.12.578,D3_exp5_VisualSearchExperiment,2024.1.5,None,2024-10-10 18h45.31.200637 +0530,
198,0,198,0,531.3454507999704,,531.3234216999845,5,531.3454507999704,531.3454507999704,0.015266699949279428,533.420291699993,[0.2838541666666667],[0.052083333333333336],[1],[0],[0],[2.081749100005254],['target'],Participant4,001,2024-10-10_18h45.12.578,D3_exp5_VisualSearchExperiment,2024.1.5,None,2024-10-10 18h45.31.200637 +0530,
199,0,199,0,533.4443339999998,,533.422899600002,5,533.4443339999998,533.4443339999998,0.014767000044230372,535.8204411999905,[0.17447916666666666],[-0.421875],[1],[0],[0],[2.382919199997559],['target'],Participant4,001,2024-10-10_18h45.12.578,D3_exp5_VisualSearchExperiment,2024.1.5,None,2024-10-10 18h45.31.200637 +0530,
